id,station,latitude,longitude,rainfall,collected_at
1093,Pulau Ubin,1.4168,103.9673,0.0,2025-03-30 20:50:00
1094,Punggol Central,1.4029,103.9092,0.0,2025-03-30 20:50:00
1095,Scotts Road,1.31055,103.8365,0.0,2025-03-30 20:50:00
1096,Seletar Aerospace View,1.41284,103.86922,0.0,2025-03-30 20:50:00
1097,Sentosa,1.25,103.8279,0.0,2025-03-30 20:50:00
1098,Simei Avenue,1.3437,103.9444,0.0,2025-03-30 20:50:00
1099,Somerset Road,1.3004,103.8372,0.0,2025-03-30 20:50:00
1100,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-30 20:50:00
1101,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-30 20:50:00
1102,Toa Payoh North,1.3427,103.8482,0.0,2025-03-30 20:50:00
1103,Towner Road,1.3214,103.8577,0.0,2025-03-30 20:50:00
1104,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-30 20:50:00
1105,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-30 20:50:00
1106,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-30 20:50:00
1107,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-30 20:50:00
1108,West Coast Highway,1.281,103.754,0.0,2025-03-30 20:50:00
1109,West Coast Road,1.30167,103.76444,0.0,2025-03-30 20:50:00
1110,Woodlands Avenue 9,1.44387,103.78538,0.0,2025-03-30 20:50:00
1111,Woodlands Centre,1.44003,103.76904,0.0,2025-03-30 20:50:00
1112,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-30 20:50:00
1113,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-30 20:50:00
1114,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-30 20:50:00
1115,Airport Boulevard,1.34392,103.98409,0.0,2025-03-30 21:50:00
1116,Alexandra Road,1.2937,103.8125,0.0,2025-03-30 21:50:00
1117,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-30 21:50:00
1118,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-30 21:50:00
1119,Banyan Road,1.256,103.679,0.0,2025-03-30 21:50:00
1120,Bishan Street 13,1.35041,103.85526,0.0,2025-03-30 21:50:00
1121,Bukit Batok Street 34,1.36491,103.75065,0.0,2025-03-30 21:50:00
1122,Bukit Panjang Road,1.3824,103.7603,0.0,2025-03-30 21:50:00
1123,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-30 21:50:00
1124,Changi East Close,1.3136,104.00317,0.0,2025-03-30 21:50:00
1125,Clementi Park,1.32311,103.76714,0.0,2025-03-30 21:50:00
1126,Clementi Road,1.3337,103.7768,0.0,2025-03-30 21:50:00
1127,Compassvale Lane,1.38666,103.89797,0.0,2025-03-30 21:50:00
1128,Coronation Walk,1.32427,103.8097,0.0,2025-03-30 21:50:00
1129,East Coast Parkway,1.3135,103.9625,0.0,2025-03-30 21:50:00
1130,Geylang East Central,1.32785,103.88899,0.0,2025-03-30 21:50:00
1131,Henderson Road,1.28987,103.82364,0.0,2025-03-30 21:50:00
1132,Hougang Avenue 1,1.35691,103.89088,0.0,2025-03-30 21:50:00
1133,Jurong Pier Road,1.3081,103.71,0.0,2025-03-30 21:50:00
1134,Jurong West Street 42,1.35167,103.72195,0.0,2025-03-30 21:50:00
1135,Jurong West Street 73,1.34703,103.70073,0.0,2025-03-30 21:50:00
1136,Kent Ridge Road,1.2923,103.7815,0.0,2025-03-30 21:50:00
1137,Kim Chuan Road,1.3399,103.8878,0.0,2025-03-30 21:50:00
1138,Kranji Road,1.42918,103.75711,0.0,2025-03-30 21:50:00
1139,Kranji Way,1.4387,103.7363,0.0,2025-03-30 21:50:00
1140,Lim Chu Kang Road,1.43854,103.70131,0.0,2025-03-30 21:50:00
1141,Lornie Road,1.3415,103.8334,0.0,2025-03-30 21:50:00
1142,Malan Road,1.27472,103.80389,0.0,2025-03-30 21:50:00
1143,Mandai Lake Road,1.4044,103.78962,0.0,2025-03-30 21:50:00
1144,Margaret Drive,1.29984,103.80264,0.0,2025-03-30 21:50:00
1145,Marine Parade Road,1.30648,103.9104,0.0,2025-03-30 21:50:00
1146,Nicoll Highway,1.30105,103.8666,0.0,2025-03-30 21:50:00
1147,Old Choa Chu Kang Road,1.37288,103.72244,0.0,2025-03-30 21:50:00
1148,Pasir Panjang,1.29164,103.7702,0.0,2025-03-30 21:50:00
1149,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-30 21:50:00
1150,Pasir Ris Street 51,1.3662,103.9528,0.0,2025-03-30 21:50:00
1151,Poole Road,1.30703,103.89067,0.0,2025-03-30 21:50:00
1152,Pulau Ubin,1.4168,103.9673,0.0,2025-03-30 21:50:00
1153,Punggol Central,1.4029,103.9092,0.0,2025-03-30 21:50:00
1154,Scotts Road,1.31055,103.8365,0.0,2025-03-30 21:50:00
1155,Seletar Aerospace View,1.41284,103.86922,0.0,2025-03-30 21:50:00
1156,Sentosa,1.25,103.8279,0.0,2025-03-30 21:50:00
1157,Simei Avenue,1.3437,103.9444,0.0,2025-03-30 21:50:00
1158,Somerset Road,1.3004,103.8372,0.0,2025-03-30 21:50:00
1159,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-30 21:50:00
1160,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-30 21:50:00
1161,Toa Payoh North,1.3427,103.8482,0.0,2025-03-30 21:50:00
1162,Towner Road,1.3214,103.8577,0.0,2025-03-30 21:50:00
1163,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-30 21:50:00
1164,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-30 21:50:00
1165,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-30 21:50:00
1166,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-30 21:50:00
1167,West Coast Highway,1.281,103.754,0.0,2025-03-30 21:50:00
1168,West Coast Road,1.30167,103.76444,0.0,2025-03-30 21:50:00
1169,Woodlands Avenue 9,1.44387,103.78538,0.0,2025-03-30 21:50:00
1170,Woodlands Centre,1.44003,103.76904,0.0,2025-03-30 21:50:00
1171,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-30 21:50:00
1172,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-30 21:50:00
1173,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-30 21:50:00
1174,Airport Boulevard,1.34392,103.98409,0.0,2025-03-30 22:50:00
1175,Alexandra Road,1.2937,103.8125,0.0,2025-03-30 22:50:00
1176,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-30 22:50:00
1177,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-30 22:50:00
1178,Banyan Road,1.256,103.679,0.0,2025-03-30 22:50:00
1179,Bishan Street 13,1.35041,103.85526,0.0,2025-03-30 22:50:00
1180,Bukit Batok Street 34,1.36491,103.75065,0.0,2025-03-30 22:50:00
1181,Bukit Panjang Road,1.3824,103.7603,0.0,2025-03-30 22:50:00
1182,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-30 22:50:00
1183,Changi East Close,1.3136,104.00317,0.0,2025-03-30 22:50:00
1184,Clementi Park,1.32311,103.76714,0.0,2025-03-30 22:50:00
1185,Clementi Road,1.3337,103.7768,0.0,2025-03-30 22:50:00
1186,Compassvale Lane,1.38666,103.89797,0.0,2025-03-30 22:50:00
1187,Coronation Walk,1.32427,103.8097,0.0,2025-03-30 22:50:00
1188,East Coast Parkway,1.3135,103.9625,0.0,2025-03-30 22:50:00
1189,Geylang East Central,1.32785,103.88899,0.0,2025-03-30 22:50:00
1190,Henderson Road,1.28987,103.82364,0.0,2025-03-30 22:50:00
1191,Hougang Avenue 1,1.35691,103.89088,0.0,2025-03-30 22:50:00
1192,Jurong Pier Road,1.3081,103.71,0.0,2025-03-30 22:50:00
1193,Jurong West Street 42,1.35167,103.72195,0.0,2025-03-30 22:50:00
1194,Jurong West Street 73,1.34703,103.70073,0.0,2025-03-30 22:50:00
1195,Kent Ridge Road,1.2923,103.7815,0.0,2025-03-30 22:50:00
1196,Kim Chuan Road,1.3399,103.8878,0.0,2025-03-30 22:50:00
1197,Kranji Road,1.42918,103.75711,0.0,2025-03-30 22:50:00
1198,Kranji Way,1.4387,103.7363,0.0,2025-03-30 22:50:00
1199,Lim Chu Kang Road,1.43854,103.70131,0.0,2025-03-30 22:50:00
1200,Lornie Road,1.3415,103.8334,0.0,2025-03-30 22:50:00
1201,Malan Road,1.27472,103.80389,0.0,2025-03-30 22:50:00
1202,Mandai Lake Road,1.4044,103.78962,0.0,2025-03-30 22:50:00
1203,Margaret Drive,1.29984,103.80264,0.0,2025-03-30 22:50:00
1204,Marine Parade Road,1.30648,103.9104,0.0,2025-03-30 22:50:00
1205,Nicoll Highway,1.30105,103.8666,0.0,2025-03-30 22:50:00
1206,Old Choa Chu Kang Road,1.37288,103.72244,0.0,2025-03-30 22:50:00
1207,Pasir Panjang,1.29164,103.7702,0.0,2025-03-30 22:50:00
1208,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-30 22:50:00
1209,Pasir Ris Street 51,1.3662,103.9528,0.0,2025-03-30 22:50:00
1210,Poole Road,1.30703,103.89067,0.0,2025-03-30 22:50:00
1211,Pulau Ubin,1.4168,103.9673,0.0,2025-03-30 22:50:00
1212,Punggol Central,1.4029,103.9092,0.0,2025-03-30 22:50:00
1213,Scotts Road,1.31055,103.8365,0.0,2025-03-30 22:50:00
1214,Seletar Aerospace View,1.41284,103.86922,0.0,2025-03-30 22:50:00
1215,Sentosa,1.25,103.8279,0.0,2025-03-30 22:50:00
1216,Simei Avenue,1.3437,103.9444,0.0,2025-03-30 22:50:00
1217,Somerset Road,1.3004,103.8372,0.0,2025-03-30 22:50:00
1218,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-30 22:50:00
1219,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-30 22:50:00
1220,Toa Payoh North,1.3427,103.8482,0.0,2025-03-30 22:50:00
1221,Towner Road,1.3214,103.8577,0.0,2025-03-30 22:50:00
1222,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-30 22:50:00
1223,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-30 22:50:00
1224,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-30 22:50:00
1225,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-30 22:50:00
1226,West Coast Highway,1.281,103.754,0.0,2025-03-30 22:50:00
1227,West Coast Road,1.30167,103.76444,0.0,2025-03-30 22:50:00
1228,Woodlands Avenue 9,1.44387,103.78538,0.0,2025-03-30 22:50:00
1229,Woodlands Centre,1.44003,103.76904,0.0,2025-03-30 22:50:00
1230,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-30 22:50:00
1231,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-30 22:50:00
1232,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-30 22:50:00
1233,Airport Boulevard,1.34392,103.98409,0.0,2025-03-30 23:50:00
1234,Alexandra Road,1.2937,103.8125,0.0,2025-03-30 23:50:00
1235,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-30 23:50:00
1236,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-30 23:50:00
1237,Banyan Road,1.256,103.679,0.0,2025-03-30 23:50:00
1238,Bishan Street 13,1.35041,103.85526,0.0,2025-03-30 23:50:00
1239,Bukit Batok Street 34,1.36491,103.75065,0.0,2025-03-30 23:50:00
1240,Bukit Panjang Road,1.3824,103.7603,0.0,2025-03-30 23:50:00
1241,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-30 23:50:00
1242,Changi East Close,1.3136,104.00317,0.0,2025-03-30 23:50:00
1243,Clementi Park,1.32311,103.76714,0.0,2025-03-30 23:50:00
1244,Clementi Road,1.3337,103.7768,0.0,2025-03-30 23:50:00
1245,Compassvale Lane,1.38666,103.89797,0.0,2025-03-30 23:50:00
1246,Coronation Walk,1.32427,103.8097,0.0,2025-03-30 23:50:00
1247,East Coast Parkway,1.3135,103.9625,0.0,2025-03-30 23:50:00
1248,Geylang East Central,1.32785,103.88899,0.0,2025-03-30 23:50:00
1249,Henderson Road,1.28987,103.82364,0.0,2025-03-30 23:50:00
1250,Hougang Avenue 1,1.35691,103.89088,0.0,2025-03-30 23:50:00
1251,Jurong Pier Road,1.3081,103.71,0.0,2025-03-30 23:50:00
1252,Jurong West Street 42,1.35167,103.72195,0.0,2025-03-30 23:50:00
1253,Jurong West Street 73,1.34703,103.70073,0.0,2025-03-30 23:50:00
1254,Kent Ridge Road,1.2923,103.7815,0.0,2025-03-30 23:50:00
1255,Kim Chuan Road,1.3399,103.8878,0.0,2025-03-30 23:50:00
1256,Kranji Road,1.42918,103.75711,0.0,2025-03-30 23:50:00
1257,Kranji Way,1.4387,103.7363,0.0,2025-03-30 23:50:00
1258,Lim Chu Kang Road,1.43854,103.70131,0.0,2025-03-30 23:50:00
1259,Lornie Road,1.3415,103.8334,0.0,2025-03-30 23:50:00
1260,Malan Road,1.27472,103.80389,0.0,2025-03-30 23:50:00
1261,Mandai Lake Road,1.4044,103.78962,0.0,2025-03-30 23:50:00
1262,Margaret Drive,1.29984,103.80264,0.0,2025-03-30 23:50:00
1263,Marine Parade Road,1.30648,103.9104,0.0,2025-03-30 23:50:00
1264,Nicoll Highway,1.30105,103.8666,0.0,2025-03-30 23:50:00
1265,Old Choa Chu Kang Road,1.37288,103.72244,0.0,2025-03-30 23:50:00
1266,Pasir Panjang,1.29164,103.7702,0.0,2025-03-30 23:50:00
1267,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-30 23:50:00
1268,Pasir Ris Street 51,1.3662,103.9528,0.0,2025-03-30 23:50:00
1269,Poole Road,1.30703,103.89067,0.0,2025-03-30 23:50:00
1270,Pulau Ubin,1.4168,103.9673,0.0,2025-03-30 23:50:00
1271,Punggol Central,1.4029,103.9092,0.0,2025-03-30 23:50:00
1272,Scotts Road,1.31055,103.8365,0.0,2025-03-30 23:50:00
1273,Seletar Aerospace View,1.41284,103.86922,0.0,2025-03-30 23:50:00
1274,Sentosa,1.25,103.8279,0.0,2025-03-30 23:50:00
1275,Simei Avenue,1.3437,103.9444,0.0,2025-03-30 23:50:00
1276,Somerset Road,1.3004,103.8372,0.0,2025-03-30 23:50:00
1277,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-30 23:50:00
1278,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-30 23:50:00
1279,Toa Payoh North,1.3427,103.8482,0.0,2025-03-30 23:50:00
1280,Towner Road,1.3214,103.8577,0.0,2025-03-30 23:50:00
1281,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-30 23:50:00
1282,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-30 23:50:00
1283,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-30 23:50:00
1284,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-30 23:50:00
1285,West Coast Highway,1.281,103.754,0.0,2025-03-30 23:50:00
1286,West Coast Road,1.30167,103.76444,0.0,2025-03-30 23:50:00
1287,Woodlands Avenue 9,1.44387,103.78538,0.0,2025-03-30 23:50:00
1288,Woodlands Centre,1.44003,103.76904,0.0,2025-03-30 23:50:00
1289,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-30 23:50:00
1290,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-30 23:50:00
1291,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-30 23:50:00
1292,Airport Boulevard,1.34392,103.98409,0.0,2025-03-31 00:50:00
1293,Alexandra Road,1.2937,103.8125,0.0,2025-03-31 00:50:00
1294,Ang Mo Kio Avenue 10,1.36019,103.85335,0.0,2025-03-31 00:50:00
1295,Ang Mo Kio Avenue 5,1.3764,103.8492,0.0,2025-03-31 00:50:00
1296,Banyan Road,1.256,103.679,0.0,2025-03-31 00:50:00
1297,Bishan Street 13,1.35041,103.85526,0.0,2025-03-31 00:50:00
1298,Bukit Panjang Road,1.3824,103.7603,0.0,2025-03-31 00:50:00
1299,Bukit Timah Road,1.3191,103.8191,0.0,2025-03-31 00:50:00
1300,Changi East Close,1.3136,104.00317,0.0,2025-03-31 00:50:00
1301,Clementi Park,1.32311,103.76714,0.0,2025-03-31 00:50:00
1302,Clementi Road,1.3337,103.7768,0.0,2025-03-31 00:50:00
1303,Compassvale Lane,1.38666,103.89797,0.0,2025-03-31 00:50:00
1304,Coronation Walk,1.32427,103.8097,0.0,2025-03-31 00:50:00
1305,East Coast Parkway,1.3135,103.9625,0.0,2025-03-31 00:50:00
1306,Geylang East Central,1.32785,103.88899,0.0,2025-03-31 00:50:00
1307,Henderson Road,1.28987,103.82364,0.0,2025-03-31 00:50:00
1308,Hougang Avenue 1,1.35691,103.89088,0.0,2025-03-31 00:50:00
1309,Jurong Pier Road,1.3081,103.71,0.0,2025-03-31 00:50:00
1310,Jurong West Street 42,1.35167,103.72195,0.0,2025-03-31 00:50:00
1311,Jurong West Street 73,1.34703,103.70073,0.0,2025-03-31 00:50:00
1312,Kent Ridge Road,1.2923,103.7815,0.0,2025-03-31 00:50:00
1313,Kim Chuan Road,1.3399,103.8878,0.0,2025-03-31 00:50:00
1314,Kranji Road,1.42918,103.75711,0.0,2025-03-31 00:50:00
1315,Kranji Way,1.4387,103.7363,0.0,2025-03-31 00:50:00
1316,Lim Chu Kang Road,1.43854,103.70131,0.0,2025-03-31 00:50:00
1317,Lornie Road,1.3415,103.8334,0.0,2025-03-31 00:50:00
1318,Malan Road,1.27472,103.80389,0.0,2025-03-31 00:50:00
1319,Mandai Lake Road,1.4044,103.78962,0.0,2025-03-31 00:50:00
1320,Margaret Drive,1.29984,103.80264,0.0,2025-03-31 00:50:00
1321,Marine Parade Road,1.30648,103.9104,0.0,2025-03-31 00:50:00
1322,Nicoll Highway,1.30105,103.8666,0.0,2025-03-31 00:50:00
1323,Old Choa Chu Kang Road,1.37288,103.72244,0.0,2025-03-31 00:50:00
1324,Pasir Panjang,1.29164,103.7702,0.0,2025-03-31 00:50:00
1325,Pasir Ris Drive 12,1.387,103.935,0.0,2025-03-31 00:50:00
1326,Pasir Ris Street 51,1.3662,103.9528,0.0,2025-03-31 00:50:00
1327,Poole Road,1.30703,103.89067,0.0,2025-03-31 00:50:00
1328,Pulau Ubin,1.4168,103.9673,0.0,2025-03-31 00:50:00
1329,Punggol Central,1.4029,103.9092,0.0,2025-03-31 00:50:00
1330,Scotts Road,1.31055,103.8365,0.0,2025-03-31 00:50:00
1331,Seletar Aerospace View,1.41284,103.86922,0.0,2025-03-31 00:50:00
1332,Sentosa,1.25,103.8279,0.0,2025-03-31 00:50:00
1333,Simei Avenue,1.3437,103.9444,0.0,2025-03-31 00:50:00
1334,Somerset Road,1.3004,103.8372,0.0,2025-03-31 00:50:00
1335,South Buona Vista Road,1.2841,103.7886,0.0,2025-03-31 00:50:00
1336,Tanjong Rhu,1.29911,103.88289,0.0,2025-03-31 00:50:00
1337,Toa Payoh North,1.3427,103.8482,0.0,2025-03-31 00:50:00
1338,Towner Road,1.3214,103.8577,0.0,2025-03-31 00:50:00
1339,Tuas South Avenue 3,1.29377,103.61843,0.0,2025-03-31 00:50:00
1340,Upper Changi Road North,1.3678,103.9826,0.0,2025-03-31 00:50:00
1341,Upper Peirce Reservoir Park,1.37,103.805,0.0,2025-03-31 00:50:00
1342,Upper Thomson Road,1.3701,103.8271,0.0,2025-03-31 00:50:00
1343,West Coast Highway,1.281,103.754,0.0,2025-03-31 00:50:00
1344,West Coast Road,1.30167,103.76444,0.0,2025-03-31 00:50:00
1345,Woodlands Avenue 9,1.44387,103.78538,0.0,2025-03-31 00:50:00
1346,Woodlands Centre,1.44003,103.76904,0.0,2025-03-31 00:50:00
1347,Woodlands Drive 62,1.43944,103.80389,0.0,2025-03-31 00:50:00
1348,Yio Chu Kang Road,1.37999,103.87643,0.0,2025-03-31 00:50:00
1349,Yishun Ring Road,1.42111,103.84472,0.0,2025-03-31 00:50:00
